"pathway","Human_entities","R. norvegicus_entities","M. musculus_entities","D. rerio_entities","C. elegans_entities","D. melanogaster_entities","S. cerevisiae_entities","Human_reactions","R. norvegicus_reactions","M. musculus_reactions","D. rerio_reactions","C. elegans_reactions","D. melanogaster_reactions","S. cerevisiae_reactions"
"R-HSA-1362277",25,16,16,14,10,9,2,12,12,12,12,12,12,12
"R-HSA-1362300",20,12,12,11,7,6,1,8,8,8,8,8,8,1
"R-HSA-1362409",25,9,9,9,8,9,8,6,5,5,5,5,5,5
"R-HSA-1368071",5,2,3,3,2,1,0,1,1,1,1,1,1,0
"R-HSA-1368082",26,11,13,12,5,9,0,4,2,2,2,2,2,0
"R-HSA-1368108",43,12,14,13,3,8,0,20,4,4,4,1,2,0
"R-HSA-1369007",10,3,3,3,3,3,1,2,2,2,2,2,2,1
"R-HSA-1369062",29,16,16,10,6,9,3,11,11,11,7,5,8,2
"R-HSA-139853",22,14,14,13,4,2,0,5,5,5,5,4,3,0
"R-HSA-139910",5,3,3,3,1,1,1,2,1,1,1,1,1,1
"R-HSA-139915",10,6,5,6,1,2,0,5,4,4,4,2,4,0
"R-HSA-140179",23,3,3,2,1,1,0,8,7,7,4,2,2,0
"R-HSA-140180",9,1,1,1,0,0,0,2,2,2,2,0,0,0
"R-HSA-140342",13,12,12,13,5,4,1,12,12,12,12,9,12,3
"R-HSA-140534",20,8,9,9,0,1,0,9,9,9,9,0,9,0
"R-HSA-140834",6,4,4,4,0,0,0,8,8,8,8,0,0,0
"R-HSA-140837",26,19,21,18,2,6,1,24,24,24,24,5,11,5
"R-HSA-140875",25,17,18,12,1,3,0,29,29,29,28,1,7,0
"R-HSA-140877",43,30,33,25,3,7,1,61,61,61,60,6,18,5
"R-HSA-141333",14,2,2,1,0,0,0,5,5,5,2,0,0,0
"R-HSA-141334",13,1,1,1,1,1,0,3,2,2,2,2,2,0
"R-HSA-141405",21,17,18,17,13,15,13,3,3,3,3,3,3,3
"R-HSA-141424",94,80,84,79,23,28,12,4,4,4,4,4,4,4
"R-HSA-141430",21,17,18,17,13,15,13,2,2,2,2,2,2,2
"R-HSA-141444",94,80,84,79,23,28,12,4,4,4,4,4,4,4
"R-HSA-1428517",238,158,161,155,82,134,34,67,59,59,58,48,54,32
"R-HSA-1430728",3641,1767,1806,1643,873,957,471,2268,1813,1830,1701,1126,1138,594
"R-HSA-1433557",51,28,29,24,8,9,1,39,31,32,30,12,14,3
"R-HSA-1433559",18,9,10,9,4,4,1,8,7,8,8,4,4,1
"R-HSA-1433617",12,6,6,6,1,1,0,3,3,3,3,1,1,0
"R-HSA-1442490",69,54,58,44,14,9,1,34,34,34,34,24,20,2
"R-HSA-1445148",81,49,49,43,30,32,13,15,11,11,10,10,11,3
"R-HSA-1461957",40,18,17,2,0,1,0,5,5,5,2,0,1,0
"R-HSA-1461973",51,25,24,5,0,1,0,19,17,17,4,0,1,0
"R-HSA-1462054",11,7,7,3,0,0,0,12,10,10,2,0,0,0
"R-HSA-1474151",37,8,8,8,6,5,2,16,7,7,7,7,7,3
"R-HSA-1474165",123,53,62,36,15,14,12,24,22,23,18,16,15,13
"R-HSA-1474228",148,106,114,98,23,17,1,105,105,105,102,77,59,4
"R-HSA-1474244",328,237,250,221,47,45,3,319,308,309,295,161,143,9
"R-HSA-1474290",104,79,83,71,16,16,1,77,69,70,61,31,27,3
"R-HSA-1475029",17,12,12,8,3,3,0,8,8,8,8,4,4,0
"R-HSA-1480926",24,12,12,10,1,2,0,14,14,14,14,1,5,0
"R-HSA-1482788",40,26,27,19,8,9,4,9,9,9,9,7,6,4
"R-HSA-1482798",18,6,6,6,5,4,1,12,9,9,9,8,6,4
"R-HSA-1482801",31,21,22,14,5,4,4,8,8,8,7,4,4,3
"R-HSA-1482839",42,26,27,20,8,7,4,9,9,9,9,6,5,5
"R-HSA-1482883",17,6,6,4,3,2,0,8,8,8,6,6,1,0
"R-HSA-1482922",25,15,17,10,3,3,2,6,4,6,5,3,3,2
"R-HSA-1482925",26,17,18,11,4,4,3,10,10,10,9,5,3,7
"R-HSA-1483076",5,1,1,1,1,1,1,1,1,1,1,1,1,1
"R-HSA-1483101",8,2,2,2,1,1,0,2,2,2,2,1,1,0
"R-HSA-1483115",18,8,8,5,0,0,2,6,5,5,5,0,0,2
"R-HSA-1483148",21,6,6,5,3,4,2,5,2,2,2,2,2,2
"R-HSA-1483152",9,1,1,1,0,0,0,3,2,2,2,0,0,0
"R-HSA-1483166",65,38,39,31,14,16,6,17,17,17,16,9,11,5
"R-HSA-1483171",2,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1483191",55,25,25,23,13,13,10,18,18,18,17,10,11,7
"R-HSA-1483196",3,1,1,1,1,1,0,4,4,4,4,4,4,0
"R-HSA-1483206",221,115,117,102,55,54,31,133,117,119,112,71,64,47
"R-HSA-1483213",33,10,10,10,5,5,5,9,6,6,6,3,4,3
"R-HSA-1483226",14,5,5,4,3,2,2,3,3,3,3,2,2,2
"R-HSA-1483248",14,5,5,5,4,4,4,5,5,5,5,5,5,5
"R-HSA-1483249",90,44,45,38,19,20,9,71,53,53,52,37,36,24
"R-HSA-1483255",112,72,73,66,28,34,13,89,78,78,71,54,62,25
"R-HSA-1483257",314,186,189,167,82,87,44,218,191,193,179,121,122,72
"R-HSA-1489509",53,38,38,36,13,21,4,28,28,28,28,24,26,5
"R-HSA-1500620",92,38,37,25,12,12,12,15,14,14,14,13,13,13
"R-HSA-1500931",134,88,91,81,29,29,0,60,57,58,51,32,31,0
"R-HSA-1502540",17,9,9,9,4,4,1,10,10,10,10,10,10,1
"R-HSA-1538133",38,21,21,19,14,12,4,27,27,27,27,27,27,18
"R-HSA-156580",263,83,87,65,36,32,13,72,61,61,55,28,27,11
"R-HSA-156581",52,13,13,12,8,5,4,13,12,12,11,6,4,3
"R-HSA-156582",16,2,2,2,0,0,0,4,4,4,4,0,0,0
"R-HSA-156584",72,17,18,17,6,5,2,24,18,18,18,6,9,1
"R-HSA-156587",24,5,6,3,2,0,0,6,5,5,5,2,0,0
"R-HSA-156588",58,15,17,5,4,4,1,11,10,10,5,4,4,1
"R-HSA-156590",68,32,32,27,17,19,6,14,12,12,12,10,10,6
"R-HSA-1566948",45,37,39,36,9,8,1,17,17,17,17,14,6,1
"R-HSA-1566977",7,4,4,5,0,0,0,3,3,3,3,0,0,0
"R-HSA-156711",23,13,14,12,9,9,3,15,14,14,13,8,9,7
"R-HSA-156827",120,102,103,94,94,95,86,3,3,3,3,3,3,3
"R-HSA-156842",102,83,84,72,72,77,73,9,6,6,4,4,6,6
"R-HSA-156902",97,80,81,72,72,74,71,5,4,4,4,4,4,4
"R-HSA-157118",259,134,144,119,70,78,39,154,133,134,119,71,111,29
"R-HSA-157579",109,71,73,62,38,35,32,34,34,34,34,31,31,31
"R-HSA-157858",57,37,37,23,10,11,3,24,23,23,23,10,10,7
"R-HSA-15869",256,85,89,83,50,46,30,142,117,123,116,82,76,48
"R-HSA-1592230",128,56,59,54,32,41,9,36,32,32,32,12,27,8
"R-HSA-159227",39,29,30,26,23,29,4,3,3,3,3,3,3,3
"R-HSA-159230",40,30,31,27,24,30,4,3,3,3,3,3,3,3
"R-HSA-159231",46,35,36,32,29,35,10,3,3,3,3,3,3,3
"R-HSA-159234",47,36,37,33,30,36,10,9,9,9,9,9,9,9
"R-HSA-159236",81,64,66,59,48,55,5,4,4,4,4,4,4,4
"R-HSA-1592389",35,25,26,21,6,4,1,27,27,27,25,22,16,2
"R-HSA-159418",39,13,13,13,2,1,0,17,14,14,14,2,1,0
"R-HSA-159424",24,5,6,3,2,0,0,6,5,5,5,2,0,0
"R-HSA-159740",15,9,9,8,0,0,0,9,9,9,8,0,0,0
"R-HSA-159763",9,5,5,5,0,0,0,9,5,5,5,0,0,0
"R-HSA-159782",10,10,10,10,1,1,1,9,9,9,9,9,9,9
"R-HSA-159854",16,11,11,10,1,1,1,27,23,23,22,9,9,9
"R-HSA-1606322",23,12,13,14,1,7,0,11,9,9,9,1,7,0
"R-HSA-1606341",7,4,4,4,0,1,0,6,6,6,6,0,4,0
"R-HSA-1614517",22,6,6,4,5,4,1,6,6,6,4,5,4,1
"R-HSA-1614558",52,11,13,9,11,10,4,23,19,21,16,19,14,11
"R-HSA-1614603",10,2,2,2,2,2,2,2,2,2,2,2,2,2
"R-HSA-1614635",92,24,26,21,21,18,11,37,33,35,29,30,24,19
"R-HSA-162582",3019,2092,2160,1897,722,799,257,2508,2304,2307,2225,1499,1590,682
"R-HSA-162585",9,1,1,1,1,1,1,2,2,2,2,2,2,2
"R-HSA-162587",175,131,135,122,104,112,73,117,102,102,102,100,101,91
"R-HSA-162588",37,25,25,22,16,16,8,4,3,3,3,3,3,3
"R-HSA-162589",11,1,1,1,1,1,1,12,12,12,12,12,12,12
"R-HSA-162592",15,8,8,7,5,4,3,14,12,12,12,12,12,5
"R-HSA-162594",26,12,13,11,7,6,5,39,37,37,37,37,37,30
"R-HSA-162599",160,120,123,112,98,107,69,78,65,65,65,63,64,61
"R-HSA-162658",17,8,10,10,7,7,4,6,6,6,6,6,6,5
"R-HSA-162699",7,3,3,3,0,0,0,2,1,1,1,0,0,0
"R-HSA-162710",37,15,16,14,5,8,8,11,10,10,9,5,7,8
"R-HSA-162791",10,7,7,0,0,0,0,2,2,2,0,0,0,0
"R-HSA-162906",260,203,208,188,155,164,116,160,143,143,143,133,133,118
"R-HSA-162909",151,110,112,101,79,86,50,54,50,50,50,42,41,36
"R-HSA-1630316",182,106,115,108,23,42,2,88,81,85,85,42,70,1
"R-HSA-163125",115,73,75,22,9,13,10,16,14,14,11,6,8,9
"R-HSA-163200",153,118,121,118,55,105,17,31,28,28,28,21,26,13
"R-HSA-163210",23,17,17,16,13,15,0,3,3,3,3,3,3,0
"R-HSA-163282",3,3,3,3,1,3,3,2,2,2,2,2,2,2
"R-HSA-1632852",150,110,112,105,67,71,47,87,81,81,81,76,75,71
"R-HSA-163316",1,1,1,1,0,1,0,1,1,1,1,0,1,0
"R-HSA-163358",7,4,3,5,3,4,3,5,3,3,3,3,3,3
"R-HSA-163359",40,31,32,31,9,14,4,6,6,6,6,6,6,2
"R-HSA-163560",42,20,19,17,7,6,3,17,13,12,12,5,6,3
"R-HSA-163615",23,16,16,16,6,11,3,4,4,4,4,3,3,2
"R-HSA-163680",11,6,7,6,1,0,1,4,4,4,4,2,0,2
"R-HSA-163685",147,97,97,93,37,36,13,66,63,59,63,51,48,32
"R-HSA-163754",10,2,2,2,2,2,1,3,3,3,3,3,3,1
"R-HSA-163765",9,3,2,2,3,2,0,6,6,2,6,6,6,0
"R-HSA-163767",9,6,5,6,3,4,2,4,4,4,4,4,4,4
"R-HSA-1638074",52,29,30,27,5,10,0,16,15,15,15,7,13,0
"R-HSA-1638091",88,46,52,48,14,25,0,33,29,33,33,25,32,0
"R-HSA-163841",74,35,35,33,12,10,10,40,34,35,32,17,16,16
"R-HSA-1640170",734,525,538,492,258,294,188,451,416,417,414,370,379,311
"R-HSA-1643685",2656,1337,1389,1202,634,706,371,1720,1198,1205,1144,786,843,493
"R-HSA-1643713",32,16,15,13,5,6,2,42,41,41,41,40,39,39
"R-HSA-164378",23,16,16,16,6,10,3,2,2,2,2,2,2,1
"R-HSA-164516",11,1,1,1,1,1,1,8,8,8,8,8,8,8
"R-HSA-164525",8,1,1,1,1,1,1,4,4,4,4,4,4,4
"R-HSA-164843",13,6,6,5,3,3,2,3,3,3,3,3,3,3
"R-HSA-164938",22,18,19,15,9,7,6,15,15,15,15,12,11,9
"R-HSA-164939",3,2,2,2,1,1,0,3,3,3,3,2,2,0
"R-HSA-164940",11,7,8,6,4,3,3,4,4,4,4,3,3,3
"R-HSA-164944",9,5,6,5,3,3,1,5,5,5,5,2,2,1
"R-HSA-164952",29,22,24,19,12,10,7,20,20,20,20,14,13,10
"R-HSA-165054",45,27,28,26,22,27,4,10,8,8,8,8,8,8
"R-HSA-1650814",76,59,63,50,10,9,1,51,47,48,41,22,18,3
"R-HSA-165158",7,4,4,4,3,2,1,3,3,3,3,3,3,2
"R-HSA-165159",50,38,39,34,22,25,15,29,29,29,29,25,27,24
"R-HSA-165160",8,1,1,1,0,0,0,2,2,2,2,0,0,0
"R-HSA-165181",6,2,2,2,0,2,0,2,2,2,2,0,2,0
"R-HSA-1655829",87,38,40,38,20,25,17,52,49,49,49,32,35,18
"R-HSA-166016",165,101,106,89,22,35,16,107,99,99,97,32,77,23
"R-HSA-166020",3,2,2,0,1,0,0,2,2,2,0,2,0,0
"R-HSA-1660499",69,47,48,46,13,19,5,33,31,31,31,18,26,8
"R-HSA-1660502",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-1660508",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-1660510",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-1660514",32,17,17,14,11,9,8,11,11,11,9,9,8,7
"R-HSA-1660516",31,15,15,11,8,8,3,13,13,13,11,9,9,2
"R-HSA-1660517",22,11,11,7,5,5,2,7,7,7,4,4,4,1
"R-HSA-1660524",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-1660537",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-166058",133,78,79,71,18,30,15,76,68,68,69,27,62,22
"R-HSA-1660661",80,37,38,42,23,22,13,33,29,30,31,25,23,20
"R-HSA-1660662",86,41,39,41,19,17,4,32,31,30,30,20,17,4
"R-HSA-166166",121,76,76,70,19,31,16,72,67,67,68,27,53,22
"R-HSA-166187",18,6,6,6,1,2,1,9,6,6,6,4,4,2
"R-HSA-166208",28,24,24,23,16,18,10,8,8,8,8,6,6,6
"R-HSA-1663150",17,9,8,10,0,0,0,2,2,2,2,0,0,0
"R-HSA-166520",166,85,84,77,32,36,12,164,149,149,144,100,92,34
"R-HSA-166658",156,64,74,39,6,6,0,72,67,70,64,23,26,0
"R-HSA-166662",15,5,6,2,0,0,0,6,6,6,1,0,0,0
"R-HSA-166663",120,37,46,18,2,2,0,21,19,20,15,6,6,0
"R-HSA-166665",8,7,8,8,2,0,0,5,5,5,5,5,0,0
"R-HSA-166786",111,32,39,12,0,0,0,8,8,8,3,0,0,0
"R-HSA-167021",5,2,2,2,1,1,0,3,3,3,3,2,2,0
"R-HSA-167044",26,11,10,9,3,5,2,10,9,9,7,3,5,3
"R-HSA-167060",5,4,4,3,1,1,1,5,5,5,5,1,1,1
"R-HSA-167152",47,43,43,39,36,41,36,2,2,2,2,2,2,2
"R-HSA-167158",34,32,32,31,27,32,28,5,5,5,5,5,5,5
"R-HSA-167160",29,26,26,26,25,26,26,5,5,5,5,5,5,5
"R-HSA-167161",49,43,45,43,42,42,40,4,4,4,4,4,4,4
"R-HSA-167162",49,43,45,43,42,42,40,9,9,9,9,9,9,9
"R-HSA-167169",47,41,41,37,34,39,34,15,15,15,15,15,15,15
"R-HSA-167172",76,65,67,61,58,62,55,47,47,47,47,47,47,47
"R-HSA-167200",46,41,41,37,34,39,34,5,5,5,5,5,5,5
"R-HSA-167238",33,29,29,26,23,27,22,2,2,2,2,2,2,2
"R-HSA-167242",24,22,22,21,18,22,18,2,2,2,2,2,2,2
"R-HSA-167243",33,29,29,26,23,27,22,3,3,3,3,3,3,3
"R-HSA-167246",47,41,41,37,34,39,34,8,8,8,8,8,8,8
"R-HSA-167287",34,31,31,28,25,29,24,3,3,3,3,3,3,3
"R-HSA-167290",34,31,31,28,25,29,24,2,2,2,2,2,2,2
"R-HSA-167590",10,9,9,8,5,4,3,5,5,5,5,4,3,3
"R-HSA-167826",8,5,5,5,1,2,0,6,3,3,3,3,3,0
"R-HSA-167827",11,5,5,5,1,2,0,1,1,1,1,1,1,0
"R-HSA-1679131",16,11,11,10,2,3,0,7,7,7,7,3,6,0
"R-HSA-168138",121,75,75,68,21,32,17,80,70,70,67,29,61,24
"R-HSA-168142",109,67,66,63,18,29,15,71,62,62,63,27,57,22
"R-HSA-168164",116,74,74,71,19,32,16,73,61,67,69,27,61,22
"R-HSA-168176",109,67,66,63,18,29,15,71,62,62,63,27,57,22
"R-HSA-168179",136,80,81,73,18,30,15,78,69,69,70,27,63,22
"R-HSA-168181",118,72,72,66,18,29,15,79,69,69,67,28,60,23
"R-HSA-168188",133,78,79,71,18,30,15,78,69,69,70,27,63,22
"R-HSA-168249",1345,824,862,691,319,372,182,725,612,622,559,247,369,121
"R-HSA-168255",198,131,133,122,115,121,92,59,21,21,21,19,17,16
"R-HSA-168256",2698,1517,1570,1241,555,636,268,1644,1433,1457,1323,535,711,275
"R-HSA-168268",20,2,2,2,2,2,1,21,1,1,1,1,1,1
"R-HSA-168270",18,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-168271",48,26,27,25,21,25,2,4,4,4,4,4,3,3
"R-HSA-168273",173,118,120,109,104,111,85,14,6,6,6,5,5,5
"R-HSA-168274",54,27,28,26,21,26,3,5,3,3,3,2,2,2
"R-HSA-168275",20,1,1,1,1,1,1,1,1,1,1,1,1,1
