"pathway","Human_entities","R. norvegicus_entities","M. musculus_entities","D. rerio_entities","C. elegans_entities","D. melanogaster_entities","S. cerevisiae_entities","Human_reactions","R. norvegicus_reactions","M. musculus_reactions","D. rerio_reactions","C. elegans_reactions","D. melanogaster_reactions","S. cerevisiae_reactions"
"R-HSA-141333",15,2,2,1,0,0,0,5,5,5,3,0,0,0
"R-HSA-141334",13,1,1,1,1,1,0,3,2,2,2,2,2,0
"R-HSA-141405",21,16,18,2,13,15,14,3,3,3,3,3,3,3
"R-HSA-141424",94,82,83,13,23,27,16,4,4,4,4,4,4,4
"R-HSA-141430",21,16,18,2,13,15,14,2,2,2,2,2,2,2
"R-HSA-141444",94,82,83,13,23,27,16,4,4,4,4,4,4,4
"R-HSA-1428517",238,162,167,117,101,139,49,67,61,61,57,54,56,36
"R-HSA-1430728",3691,1780,1813,1059,889,965,523,2288,1830,1843,1294,1144,1159,664
"R-HSA-1433557",51,27,28,16,9,8,0,39,31,32,29,14,12,0
"R-HSA-1433559",18,9,10,6,4,3,0,8,7,8,6,4,3,0
"R-HSA-1433617",12,6,6,3,0,1,0,3,3,3,3,0,1,0
"R-HSA-1442490",69,56,59,16,14,9,1,34,34,34,27,23,17,2
"R-HSA-1445148",81,49,49,22,34,28,7,15,11,11,9,10,11,7
"R-HSA-1461957",40,18,17,0,1,1,0,5,5,5,0,2,1,0
"R-HSA-1461973",51,27,26,2,1,1,0,19,19,19,1,2,1,0
"R-HSA-1462054",11,9,9,2,0,0,0,12,12,12,1,0,0,0
"R-HSA-1474151",37,8,8,4,4,5,2,16,7,7,5,4,5,3
"R-HSA-1474165",144,56,64,23,22,21,13,43,41,42,33,35,28,13
"R-HSA-1474228",148,111,118,39,23,18,1,105,105,105,81,77,54,4
"R-HSA-1474244",328,240,249,98,52,42,3,319,306,307,232,174,142,7
"R-HSA-1474290",104,77,80,29,20,17,0,77,67,68,43,36,32,0
"R-HSA-1475029",17,12,12,5,4,4,0,8,8,8,6,6,8,0
"R-HSA-1480926",24,12,12,9,0,1,1,14,14,14,11,0,2,1
"R-HSA-1482788",40,26,27,9,11,10,3,9,9,9,8,7,6,4
"R-HSA-1482798",18,6,6,5,5,4,2,12,9,9,8,8,6,6
"R-HSA-1482801",31,21,22,4,7,6,5,8,8,8,4,4,5,3
"R-HSA-1482839",42,26,27,8,10,8,4,9,9,9,5,6,5,5
"R-HSA-1482883",17,6,6,4,3,3,1,8,8,8,6,6,5,1
"R-HSA-1482922",25,15,17,6,6,4,2,6,4,6,5,3,3,2
"R-HSA-1482925",26,17,18,7,7,5,3,10,10,10,6,5,3,7
"R-HSA-1483076",5,1,1,1,1,1,1,1,1,1,1,1,1,1
"R-HSA-1483101",8,2,2,2,1,1,0,2,2,2,2,1,1,0
"R-HSA-1483115",18,8,8,3,0,1,2,6,5,5,4,0,1,2
"R-HSA-1483148",21,6,6,2,3,4,2,5,2,2,2,2,2,2
"R-HSA-1483152",9,1,1,1,0,0,0,3,2,2,2,0,0,0
"R-HSA-1483166",65,38,39,19,18,19,7,17,17,17,11,10,11,5
"R-HSA-1483171",2,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1483191",55,25,25,16,14,12,7,18,18,18,14,10,11,6
"R-HSA-1483196",3,1,1,0,1,1,0,4,4,4,0,4,4,0
"R-HSA-1483206",221,115,117,60,58,59,29,133,117,119,85,72,70,48
"R-HSA-1483213",33,10,10,6,5,5,4,9,6,6,5,3,4,3
"R-HSA-1483226",14,5,5,1,2,2,1,3,3,3,1,2,2,1
"R-HSA-1483248",14,5,5,3,4,4,3,5,5,5,5,5,5,2
"R-HSA-1483249",90,45,45,18,20,18,10,71,53,53,42,37,33,23
"R-HSA-1483255",112,73,73,36,26,34,14,89,78,78,51,53,62,26
"R-HSA-1483257",314,187,189,96,83,92,43,218,191,193,136,121,128,74
"R-HSA-1489509",53,38,37,15,12,22,3,28,28,28,16,16,19,4
"R-HSA-1500620",91,35,34,12,15,16,13,15,14,14,11,13,13,13
"R-HSA-1500931",165,100,103,52,35,37,1,93,76,79,55,50,57,3
"R-HSA-1502540",19,11,11,6,1,3,1,10,10,10,8,3,10,1
"R-HSA-1538133",38,21,21,11,11,11,2,27,27,27,26,27,27,14
"R-HSA-156580",262,80,84,47,34,35,13,72,60,61,46,28,30,11
"R-HSA-156581",52,11,13,10,7,4,4,13,11,12,10,5,3,3
"R-HSA-156582",16,2,2,2,0,0,0,4,4,4,4,0,0,0
"R-HSA-156584",71,18,18,12,8,8,2,24,18,18,16,7,12,1
"R-HSA-156587",24,5,6,1,2,0,0,6,5,5,3,2,0,0
"R-HSA-156588",57,13,14,3,4,5,1,11,10,10,3,4,4,1
"R-HSA-156590",68,32,32,20,14,19,6,14,12,12,10,10,11,6
"R-HSA-1566948",45,38,39,21,7,6,1,17,17,17,14,9,5,1
"R-HSA-1566977",7,4,4,3,0,0,0,3,3,3,2,0,0,0
"R-HSA-156711",23,14,14,11,8,9,3,15,14,14,13,8,9,7
"R-HSA-156827",120,103,102,88,95,92,88,3,3,3,3,3,3,3
"R-HSA-156842",102,84,83,71,73,75,76,9,6,6,4,4,6,6
"R-HSA-156902",97,81,80,71,73,72,74,5,4,4,4,4,4,4
"R-HSA-157118",258,136,142,78,69,77,42,154,133,134,64,74,104,38
"R-HSA-157579",108,70,71,21,40,39,34,34,34,34,21,31,32,31
"R-HSA-157858",57,37,37,14,14,11,4,24,23,23,23,10,10,7
"R-HSA-15869",256,87,89,62,51,45,33,142,119,123,91,85,77,53
"R-HSA-1592230",128,59,62,37,37,42,26,36,32,32,28,15,27,14
"R-HSA-159227",39,30,30,5,11,29,21,3,3,3,3,3,3,3
"R-HSA-159230",40,31,31,5,12,30,21,3,3,3,3,3,3,3
"R-HSA-159231",46,35,36,5,17,35,27,3,3,3,3,3,3,3
"R-HSA-159234",47,36,37,5,18,36,27,9,9,9,9,9,9,9
"R-HSA-159236",81,64,65,20,36,56,26,4,4,4,4,4,4,4
"R-HSA-1592389",35,28,28,10,9,3,1,27,27,27,21,22,13,2
"R-HSA-159418",39,13,13,7,3,2,1,17,14,14,9,3,2,1
"R-HSA-159424",24,5,6,1,2,0,0,6,5,5,3,2,0,0
"R-HSA-159740",15,9,9,6,0,0,0,9,9,9,6,0,0,0
"R-HSA-159763",9,5,5,4,0,0,0,9,5,5,4,0,0,0
"R-HSA-159782",10,10,10,8,1,0,1,9,9,9,9,9,0,9
"R-HSA-159854",16,11,11,8,1,0,1,27,23,23,19,9,0,9
"R-HSA-1606322",23,13,13,8,1,6,0,11,9,9,7,1,7,0
"R-HSA-1606341",7,4,4,2,0,1,0,6,6,6,4,0,4,0
"R-HSA-1614517",22,6,6,3,5,4,1,6,6,6,3,5,4,1
"R-HSA-1614558",53,14,14,9,12,10,4,23,22,22,16,20,14,11
"R-HSA-1614603",10,2,2,2,2,2,2,2,2,2,2,2,2,2
"R-HSA-1614635",94,27,27,19,21,18,12,37,36,36,28,30,24,21
"R-HSA-162582",3036,2102,2174,1000,740,811,281,2539,2331,2338,1865,1582,1578,714
"R-HSA-162585",9,1,1,1,1,1,0,2,2,2,2,2,2,0
"R-HSA-162587",175,134,137,74,90,115,95,117,102,102,101,100,99,67
"R-HSA-162588",37,25,25,17,16,19,13,4,3,3,3,3,3,3
"R-HSA-162589",11,1,1,1,1,1,0,12,12,12,12,12,12,0
"R-HSA-162592",15,8,9,3,4,5,2,14,12,12,12,12,12,3
"R-HSA-162594",26,13,14,5,6,7,4,39,37,37,37,37,37,4
"R-HSA-162599",160,122,124,70,85,109,91,78,65,65,64,63,62,63
"R-HSA-162658",17,10,10,8,6,7,5,6,6,6,3,6,6,5
"R-HSA-162699",7,3,3,3,0,0,0,2,1,1,1,0,0,0
"R-HSA-162710",37,14,16,3,5,10,8,11,9,10,3,5,9,8
"R-HSA-162791",10,7,7,0,0,0,0,2,2,2,0,0,0,0
"R-HSA-162906",260,206,210,129,140,166,138,160,143,143,135,132,131,92
"R-HSA-162909",151,111,113,65,65,86,66,54,50,50,42,41,41,33
"R-HSA-1630316",183,108,115,55,26,39,2,88,79,79,51,35,65,1
"R-HSA-163125",115,72,74,7,6,13,10,16,13,14,5,6,10,9
"R-HSA-163200",153,118,122,95,70,106,32,31,28,28,28,25,26,17
"R-HSA-163210",23,18,18,14,14,15,12,3,3,3,3,3,3,3
"R-HSA-163282",3,3,3,1,1,3,3,2,2,2,2,2,2,2
"R-HSA-1632852",150,107,112,63,74,72,41,87,81,81,69,78,75,68
"R-HSA-163316",1,1,1,0,0,1,0,1,1,1,0,0,1,0
"R-HSA-163358",7,4,3,2,3,4,3,5,3,3,3,3,3,3
"R-HSA-163359",40,30,31,16,8,16,4,6,6,6,5,5,5,2
"R-HSA-163560",42,19,19,10,10,6,4,17,13,12,5,6,6,4
"R-HSA-163615",23,16,15,8,6,12,3,4,4,4,4,3,3,2
"R-HSA-163680",11,6,7,3,2,0,1,4,4,4,2,3,0,2
"R-HSA-163685",147,96,97,45,39,42,14,66,63,60,41,53,48,35
"R-HSA-163754",10,2,2,1,2,2,1,3,3,3,1,3,3,1
"R-HSA-163765",9,4,3,1,4,2,1,6,6,3,1,6,6,1
"R-HSA-163767",9,6,5,3,3,3,2,4,4,4,4,4,4,4
"R-HSA-1638074",54,27,30,14,2,7,0,16,13,13,10,1,11,0
"R-HSA-1638091",89,53,54,28,18,24,0,33,33,33,22,25,32,0
"R-HSA-163841",95,51,53,26,24,25,16,50,44,45,33,25,16,20
"R-HSA-1640170",733,523,533,205,252,297,210,451,417,417,341,374,375,309
"R-HSA-1643685",2637,1326,1361,708,644,710,403,1927,1295,1294,969,873,886,478
"R-HSA-1643713",32,15,16,11,5,6,2,42,41,41,41,40,39,39
"R-HSA-164378",23,16,15,8,6,13,3,2,2,2,2,2,2,1
"R-HSA-164516",11,1,1,1,1,1,0,8,8,8,8,8,8,0
"R-HSA-164525",8,1,1,1,1,1,0,4,4,4,4,4,4,0
"R-HSA-164843",13,6,7,2,3,4,2,3,3,3,3,3,3,3
"R-HSA-164938",22,19,19,10,8,7,7,15,15,15,14,11,11,11
"R-HSA-164939",3,2,2,1,1,1,1,3,3,3,2,2,2,2
"R-HSA-164940",11,8,8,4,4,3,2,4,4,4,4,3,3,3
"R-HSA-164944",9,6,6,3,3,3,0,5,5,5,3,2,2,0
"R-HSA-164952",29,24,24,12,11,10,7,20,20,20,17,13,13,11
"R-HSA-165054",45,28,28,4,9,27,21,10,8,8,7,8,8,8
"R-HSA-1650814",76,56,59,17,14,10,0,51,45,46,26,24,21,0
"R-HSA-165158",7,4,4,3,3,2,1,3,3,3,3,3,3,2
"R-HSA-165159",50,37,39,21,24,25,15,29,28,29,24,26,27,24
"R-HSA-165160",8,1,1,0,0,0,0,2,2,2,0,0,0,0
"R-HSA-165181",6,2,2,0,0,2,0,2,2,2,0,0,2,0
"R-HSA-1655829",87,38,41,21,19,24,19,52,49,49,47,20,35,21
"R-HSA-166016",165,104,105,50,31,34,15,107,99,99,84,43,74,38
"R-HSA-166020",3,2,2,0,1,0,0,2,2,2,0,2,0,0
"R-HSA-1660499",69,48,48,23,12,19,6,33,31,31,22,18,26,10
"R-HSA-1660502",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-1660508",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-1660510",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-1660514",32,17,17,7,8,9,7,11,11,11,6,7,8,6
"R-HSA-1660516",31,15,15,7,7,8,4,13,13,13,9,9,9,5
"R-HSA-1660517",22,11,11,4,4,5,2,7,7,7,3,4,4,1
"R-HSA-1660524",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-1660537",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-166058",133,80,80,40,27,29,14,76,68,68,60,34,59,33
"R-HSA-1660661",68,29,31,23,19,19,11,21,19,19,15,19,19,13
"R-HSA-1660662",138,52,49,20,21,13,2,49,47,46,17,31,25,2
"R-HSA-166166",121,75,75,43,27,30,14,72,67,67,61,35,50,25
"R-HSA-166187",18,6,6,4,1,2,1,9,6,6,6,4,4,2
"R-HSA-166208",28,23,24,17,16,18,10,8,7,8,5,7,6,6
"R-HSA-1663150",18,10,8,0,1,0,0,2,2,2,0,1,0,0
"R-HSA-166520",166,84,85,52,34,36,16,164,149,149,108,82,89,43
"R-HSA-166658",156,61,69,8,2,4,0,72,64,67,26,6,15,0
"R-HSA-166662",15,5,6,0,0,0,0,6,6,6,0,0,0,0
"R-HSA-166663",120,38,42,3,1,0,0,21,19,20,8,2,0,0
"R-HSA-166665",8,4,8,1,0,0,0,5,5,5,4,0,0,0
"R-HSA-166786",111,32,35,0,0,0,0,8,8,8,0,0,0,0
"R-HSA-167021",5,3,3,2,0,1,0,3,3,3,3,0,2,0
"R-HSA-167044",26,12,12,6,6,5,1,10,9,9,7,4,5,1
"R-HSA-167060",5,4,4,3,1,1,1,5,5,5,5,1,1,1
"R-HSA-167152",47,43,44,33,37,42,36,2,2,2,2,2,2,2
"R-HSA-167158",34,31,33,25,28,33,29,5,5,5,5,5,5,5
"R-HSA-167160",29,25,27,21,26,27,27,5,5,5,5,5,5,5
"R-HSA-167161",49,42,45,29,42,42,40,4,4,4,4,4,4,4
"R-HSA-167162",49,42,45,29,42,42,40,9,9,9,9,9,9,9
"R-HSA-167169",47,41,42,31,35,40,34,15,15,15,15,15,15,14
"R-HSA-167172",76,66,68,46,59,63,55,47,47,47,47,47,47,46
"R-HSA-167200",46,41,42,31,35,40,34,5,5,5,5,5,5,4
"R-HSA-167238",33,29,29,22,23,27,21,2,2,2,2,2,2,2
"R-HSA-167242",24,22,23,17,19,23,19,2,2,2,2,2,2,2
"R-HSA-167243",33,29,29,22,23,27,21,3,3,3,3,3,3,3
"R-HSA-167246",47,41,42,31,35,40,34,8,8,8,8,8,8,7
"R-HSA-167287",34,31,31,24,25,29,23,3,3,3,3,3,3,3
"R-HSA-167290",34,31,31,24,25,29,23,2,2,2,2,2,2,2
"R-HSA-167590",10,9,9,6,4,4,5,5,5,5,5,3,3,3
"R-HSA-167826",8,5,5,3,1,2,0,6,3,3,3,3,3,0
"R-HSA-167827",11,5,5,3,1,2,0,1,1,1,1,1,1,0
"R-HSA-1679131",16,12,12,9,3,4,0,7,7,7,7,4,4,0
"R-HSA-168138",121,76,76,40,30,31,17,80,70,70,61,36,58,35
"R-HSA-168142",109,68,67,40,27,28,14,71,63,62,59,34,54,31
"R-HSA-168164",116,74,74,44,27,30,14,73,67,67,62,35,50,25
"R-HSA-168176",109,68,67,40,27,28,14,71,62,62,58,34,54,31
"R-HSA-168179",136,82,82,42,27,29,14,78,69,69,61,34,60,33
"R-HSA-168181",118,73,73,40,27,28,14,79,69,69,61,35,57,34
"R-HSA-168188",133,80,80,40,27,29,14,78,69,69,60,34,60,33
"R-HSA-168249",1341,836,863,414,324,360,182,725,623,625,422,263,362,173
"R-HSA-168255",198,132,132,92,102,120,113,59,20,20,15,17,17,16
"R-HSA-168256",2660,1563,1613,702,553,631,304,1704,1479,1514,1102,643,727,322
"R-HSA-168268",20,2,2,2,2,2,1,21,1,1,1,1,1,1
"R-HSA-168270",18,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-168271",48,27,27,2,7,25,19,4,4,4,1,3,3,3
"R-HSA-168273",173,120,120,84,93,110,106,14,6,6,6,5,5,5
"R-HSA-168274",54,28,28,4,8,26,20,5,3,3,2,2,2,2
"R-HSA-168275",20,1,1,1,1,1,1,1,1,1,1,1,1,1
