"pathway","Human_entities","R. norvegicus_entities","M. musculus_entities","D. rerio_entities","C. elegans_entities","D. melanogaster_entities","S. cerevisiae_entities","Human_reactions","R. norvegicus_reactions","M. musculus_reactions","D. rerio_reactions","C. elegans_reactions","D. melanogaster_reactions","S. cerevisiae_reactions"
"R-HSA-141430",21,17,18,16,14,15,13,2,2,2,2,2,2,2
"R-HSA-141444",94,80,83,74,23,28,17,4,4,4,4,4,4,4
"R-HSA-1428517",238,162,165,159,77,136,45,67,61,61,60,50,56,28
"R-HSA-1430728",3639,1772,1829,1645,882,927,501,2250,1801,1822,1688,1128,1082,638
"R-HSA-1433557",51,28,29,25,8,9,1,39,31,32,30,12,14,3
"R-HSA-1433559",18,9,10,9,3,4,1,8,7,8,8,3,4,1
"R-HSA-1433617",12,6,6,6,0,1,0,3,3,3,3,0,1,0
"R-HSA-1442490",69,54,58,45,13,10,0,34,34,34,33,25,17,0
"R-HSA-1445148",81,49,49,40,28,30,17,15,11,11,10,10,11,8
"R-HSA-1461957",40,17,17,2,0,1,0,5,5,5,2,0,1,0
"R-HSA-1461973",51,22,21,5,0,1,0,19,16,16,4,0,1,0
"R-HSA-1462054",11,5,4,3,0,0,0,12,9,9,2,0,0,0
"R-HSA-1474151",37,8,8,7,5,5,1,16,7,7,7,6,7,2
"R-HSA-1474165",123,50,61,32,17,16,13,24,22,23,17,16,14,13
"R-HSA-1474228",148,111,122,98,26,19,0,105,105,105,100,75,56,0
"R-HSA-1474244",329,247,264,222,46,46,1,319,309,310,299,163,175,1
"R-HSA-1474290",104,82,87,71,15,14,0,77,68,69,64,26,26,0
"R-HSA-1475029",17,12,12,8,2,2,0,8,8,8,8,4,4,0
"R-HSA-1480926",23,12,12,9,2,1,0,13,13,13,11,4,2,0
"R-HSA-1482788",40,26,27,19,7,8,4,9,9,9,9,7,6,6
"R-HSA-1482798",18,6,6,6,5,4,1,12,9,9,9,8,6,4
"R-HSA-1482801",31,21,22,14,4,2,4,8,8,8,7,4,3,3
"R-HSA-1482839",42,26,27,21,7,6,5,9,9,9,9,6,5,6
"R-HSA-1482883",17,6,6,4,2,4,1,8,8,8,6,1,6,1
"R-HSA-1482922",25,15,17,10,2,2,3,6,4,6,6,3,3,3
"R-HSA-1482925",26,17,18,11,3,3,3,10,10,10,9,5,3,7
"R-HSA-1483076",5,1,1,1,1,1,1,1,1,1,1,1,1,1
"R-HSA-1483101",8,2,2,2,1,1,0,2,2,2,2,1,1,0
"R-HSA-1483115",18,8,8,6,0,1,4,6,5,5,5,0,1,5
"R-HSA-1483148",21,6,6,5,4,4,2,5,2,2,2,2,2,2
"R-HSA-1483152",9,1,1,1,0,0,1,3,2,2,2,0,0,2
"R-HSA-1483166",65,38,39,31,12,16,7,17,17,17,16,9,9,6
"R-HSA-1483171",2,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1483191",55,25,25,22,14,12,8,18,18,18,17,11,10,7
"R-HSA-1483196",3,1,1,1,1,0,0,4,4,4,4,4,0,0
"R-HSA-1483206",221,115,117,102,54,54,32,133,117,119,113,67,62,57
"R-HSA-1483213",33,10,10,9,6,5,5,9,6,6,6,3,4,3
"R-HSA-1483226",14,5,5,4,3,2,1,3,3,3,3,2,2,1
"R-HSA-1483248",14,5,5,5,4,4,3,5,5,5,5,5,5,2
"R-HSA-1483249",90,44,45,35,20,22,10,71,53,53,51,39,38,26
"R-HSA-1483255",112,71,73,66,29,31,12,89,78,78,71,54,53,26
"R-HSA-1483257",314,185,189,167,82,85,44,218,191,193,180,117,115,83
"R-HSA-1489509",53,38,38,35,13,23,4,28,28,28,23,24,26,6
"R-HSA-1500620",92,35,36,23,14,15,13,15,14,14,13,13,13,13
"R-HSA-1500931",134,93,94,78,27,27,1,60,57,57,52,36,34,3
"R-HSA-1502540",17,9,9,9,2,3,0,10,10,10,10,3,10,0
"R-HSA-1538133",38,21,21,20,11,12,5,27,27,27,27,27,27,18
"R-HSA-156580",263,82,83,68,35,29,13,72,61,61,55,26,21,13
"R-HSA-156581",52,13,13,12,7,4,4,13,12,12,11,5,3,3
"R-HSA-156582",16,2,2,2,0,0,0,4,4,4,4,0,0,0
"R-HSA-156584",72,18,18,17,6,5,1,24,18,18,18,6,4,1
"R-HSA-156587",24,5,6,4,2,0,0,6,5,5,5,2,0,0
"R-HSA-156588",58,14,15,5,4,4,2,11,10,10,5,4,4,3
"R-HSA-156590",68,31,30,29,17,17,6,14,12,12,12,9,10,6
"R-HSA-1566948",46,38,41,38,4,10,0,17,17,17,17,7,11,0
"R-HSA-1566977",7,4,4,4,0,2,0,3,3,3,3,0,3,0
"R-HSA-156711",23,13,14,12,9,9,3,15,14,14,13,7,9,7
"R-HSA-156827",120,101,102,93,94,94,84,3,3,3,3,3,3,3
"R-HSA-156842",102,82,83,74,73,76,73,9,6,6,6,4,6,6
"R-HSA-156902",97,79,80,71,73,73,71,5,4,4,4,4,4,4
"R-HSA-157118",259,131,142,117,74,78,43,154,133,134,118,77,106,30
"R-HSA-157579",109,69,72,59,39,39,34,34,34,34,34,31,32,30
"R-HSA-157858",57,38,38,22,9,10,7,24,23,23,23,10,7,7
"R-HSA-15869",256,85,89,83,48,44,31,141,116,122,115,75,73,48
"R-HSA-1592230",128,56,59,54,30,41,22,36,32,32,32,10,30,9
"R-HSA-159227",39,29,30,26,22,28,20,3,3,3,3,3,3,3
"R-HSA-159230",40,30,31,27,23,29,20,3,3,3,3,3,3,3
"R-HSA-159231",46,35,36,32,28,34,26,3,3,3,3,3,3,3
"R-HSA-159234",47,36,37,33,29,35,26,9,9,9,9,9,9,9
"R-HSA-159236",81,66,68,60,47,56,20,4,4,4,4,4,4,4
"R-HSA-1592389",35,25,28,22,8,3,0,27,27,27,25,19,12,0
"R-HSA-159418",39,13,13,11,5,1,1,17,14,14,13,5,1,1
"R-HSA-159424",24,5,6,4,2,0,0,6,5,5,5,2,0,0
"R-HSA-159740",15,9,9,7,2,3,0,9,9,9,7,2,9,0
"R-HSA-159763",9,5,5,4,1,2,0,9,5,5,4,1,2,0
"R-HSA-159782",10,10,10,9,3,4,0,9,9,9,9,9,9,0
"R-HSA-159854",16,11,11,9,3,5,0,27,23,23,20,12,20,0
"R-HSA-1606322",23,12,13,12,1,4,0,11,9,9,9,1,6,0
"R-HSA-1606341",7,4,4,4,0,1,0,6,6,6,6,0,4,0
"R-HSA-1614517",22,6,6,4,4,4,1,6,6,6,4,4,4,1
"R-HSA-1614558",52,11,13,9,10,10,4,23,19,21,16,17,14,11
"R-HSA-1614603",10,2,2,2,2,2,2,2,2,2,2,2,2,2
"R-HSA-1614635",92,24,26,21,19,17,12,37,33,35,29,27,23,21
"R-HSA-162582",3013,2100,2172,1885,707,762,287,2465,2259,2262,2171,1529,1524,667
"R-HSA-162585",9,1,1,1,0,1,1,2,2,2,2,0,2,2
"R-HSA-162587",178,131,133,125,100,111,90,117,102,102,102,68,94,91
"R-HSA-162588",37,25,24,23,15,16,12,4,3,3,3,3,3,3
"R-HSA-162589",11,1,1,1,0,1,1,12,12,12,12,0,12,12
"R-HSA-162592",15,7,7,7,2,3,3,14,12,12,12,3,5,5
"R-HSA-162594",26,11,12,12,4,5,5,39,37,37,37,4,30,30
"R-HSA-162599",163,121,122,114,96,107,86,78,65,65,65,64,64,61
"R-HSA-162658",17,9,10,10,8,6,3,6,6,6,6,6,6,4
"R-HSA-162699",7,3,3,3,0,3,0,2,1,1,1,0,1,0
"R-HSA-162710",37,15,16,14,5,12,6,11,10,10,9,5,8,6
"R-HSA-162791",10,7,7,0,0,0,0,2,2,2,0,0,0,0
"R-HSA-162906",263,202,206,192,152,164,137,160,143,143,143,96,124,119
"R-HSA-162909",151,108,110,101,78,84,69,54,50,50,50,37,39,36
"R-HSA-1630316",182,108,116,111,23,40,1,88,81,85,85,34,63,1
"R-HSA-163125",116,76,76,20,6,18,8,16,14,14,11,6,10,7
"R-HSA-163200",153,118,120,118,48,105,28,31,28,28,28,20,26,9
"R-HSA-163210",23,18,18,17,14,15,12,3,3,3,3,3,3,3
"R-HSA-163282",3,3,3,3,0,2,1,2,2,2,2,0,1,2
"R-HSA-1632852",150,108,108,101,63,71,44,87,80,79,80,75,75,70
"R-HSA-163316",1,1,1,1,0,1,0,1,1,1,1,0,1,0
"R-HSA-163358",7,4,4,5,3,4,3,5,3,3,3,3,3,3
"R-HSA-163359",40,30,31,30,8,16,4,6,6,6,6,5,5,2
"R-HSA-163560",42,20,19,18,8,6,4,17,13,12,8,7,6,4
"R-HSA-163615",23,16,16,15,6,13,3,4,4,4,4,3,3,2
"R-HSA-163680",11,6,7,6,2,0,0,4,4,4,4,3,0,0
"R-HSA-163685",145,95,97,92,38,42,11,62,59,59,59,51,48,30
"R-HSA-163754",10,2,2,2,2,2,1,3,3,3,3,3,3,1
"R-HSA-163765",9,3,3,3,3,3,0,6,6,6,6,6,6,0
"R-HSA-163767",9,6,6,5,4,4,2,4,4,4,4,4,4,4
"R-HSA-1638074",52,29,30,29,4,8,0,16,15,15,15,6,13,0
"R-HSA-1638091",88,47,53,49,15,24,0,33,29,33,33,17,32,0
"R-HSA-163841",74,35,35,31,14,14,10,40,34,35,30,20,27,7
"R-HSA-1640170",734,524,536,479,259,302,205,451,417,418,413,366,383,326
"R-HSA-1643685",2651,1333,1383,1208,637,684,406,1708,1195,1202,1142,761,811,490
"R-HSA-1643713",32,16,14,13,5,5,2,42,41,41,41,40,39,39
"R-HSA-164378",23,16,16,16,6,13,3,2,2,2,2,2,2,1
"R-HSA-164516",11,1,1,1,0,1,1,8,8,8,8,0,8,8
"R-HSA-164525",8,1,1,1,0,1,1,4,4,4,4,0,4,4
"R-HSA-164843",13,5,5,5,2,2,2,3,3,3,3,3,3,3
"R-HSA-164938",22,18,19,15,8,7,7,15,15,15,15,11,11,11
"R-HSA-164939",3,2,2,2,1,1,1,3,3,3,3,2,2,2
"R-HSA-164940",11,7,8,6,4,3,3,4,4,4,4,3,3,3
"R-HSA-164944",9,5,6,5,3,2,1,5,5,5,5,2,2,1
"R-HSA-164952",29,22,24,19,11,9,8,20,20,20,20,13,13,12
"R-HSA-165054",45,27,28,26,22,26,20,10,8,8,8,8,8,8
"R-HSA-1650814",76,59,63,53,7,6,0,51,46,47,42,18,17,0
"R-HSA-165158",7,4,4,4,3,2,2,3,3,3,3,3,3,3
"R-HSA-165159",50,37,38,32,22,25,15,29,29,29,27,26,27,24
"R-HSA-165160",8,1,1,1,0,0,0,2,2,2,2,0,0,0
"R-HSA-165181",6,2,2,0,0,2,0,2,2,2,0,0,2,0
"R-HSA-1655829",87,38,40,35,20,24,19,52,49,49,48,32,35,19
"R-HSA-166016",152,89,95,72,25,30,12,95,81,87,78,38,64,17
"R-HSA-166020",3,2,2,0,1,0,0,2,2,2,0,2,0,0
"R-HSA-1660499",69,46,48,46,15,17,4,33,31,31,31,19,21,8
"R-HSA-1660502",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-1660508",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-1660510",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-1660514",32,17,17,14,9,9,7,11,11,11,9,8,8,7
"R-HSA-1660516",31,15,15,11,8,8,4,13,13,13,11,9,9,5
"R-HSA-1660517",22,11,11,7,5,5,2,7,7,7,4,4,4,1
"R-HSA-1660524",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-1660537",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-166058",119,68,69,57,20,25,10,64,58,58,57,29,48,15
"R-HSA-1660661",80,41,43,42,25,20,13,32,30,31,30,25,20,15
"R-HSA-1660662",86,41,39,40,21,16,1,32,31,30,30,22,17,1
"R-HSA-166166",108,65,66,55,22,25,10,60,51,57,50,31,39,15
"R-HSA-166187",18,6,6,6,1,2,1,9,6,6,6,4,4,2
"R-HSA-166208",28,24,24,23,16,18,11,8,8,8,8,7,6,6
"R-HSA-1663150",17,9,8,9,0,0,0,2,2,2,2,0,0,0
"R-HSA-166520",166,81,82,75,30,29,12,164,148,149,143,96,64,27
"R-HSA-166658",156,64,69,51,8,7,0,71,66,68,68,25,26,0
"R-HSA-166662",15,5,5,3,0,0,0,6,6,6,6,0,0,0
"R-HSA-166663",120,41,44,29,2,1,0,21,19,20,20,6,4,0
"R-HSA-166665",8,7,8,7,0,0,0,5,5,5,5,0,0,0
"R-HSA-166786",111,36,37,22,0,0,0,8,8,8,8,0,0,0
"R-HSA-167021",5,2,2,2,1,1,0,3,3,3,3,2,2,0
"R-HSA-167044",26,11,10,9,3,5,2,10,9,9,7,4,5,3
"R-HSA-167060",5,4,4,3,1,1,0,5,5,5,5,1,1,0
"R-HSA-167152",50,44,43,40,37,41,34,2,2,2,2,2,2,2
"R-HSA-167158",34,32,32,31,28,32,28,5,5,5,5,5,5,5
"R-HSA-167160",29,26,26,26,26,26,26,5,5,5,5,5,5,5
"R-HSA-167161",49,43,45,43,41,43,40,4,4,4,4,4,4,4
"R-HSA-167162",49,43,45,43,41,43,40,9,9,9,9,9,9,9
"R-HSA-167169",50,42,41,38,35,39,33,15,15,15,15,15,15,14
"R-HSA-167172",79,66,67,62,57,63,53,47,47,47,47,47,47,46
"R-HSA-167200",49,42,41,38,35,39,33,5,5,5,5,5,5,4
"R-HSA-167238",36,30,29,27,23,27,21,2,2,2,2,2,2,2
"R-HSA-167242",24,22,22,21,18,22,18,2,2,2,2,2,2,2
"R-HSA-167243",36,30,29,27,23,27,21,3,3,3,3,3,3,3
"R-HSA-167246",50,42,41,38,35,39,33,8,8,8,8,8,8,7
"R-HSA-167287",37,32,31,29,25,29,22,3,3,3,3,3,3,3
"R-HSA-167290",37,32,31,29,25,29,22,2,2,2,2,2,2,2
"R-HSA-167590",10,9,9,8,4,4,4,5,5,5,5,3,3,3
"R-HSA-167826",8,5,5,5,1,2,0,6,3,3,3,3,3,0
"R-HSA-167827",11,5,5,5,1,2,0,1,1,1,1,1,1,0
"R-HSA-1679131",16,12,12,12,3,3,0,7,7,7,7,4,4,0
"R-HSA-168138",107,64,64,57,23,26,13,68,60,60,59,31,47,17
"R-HSA-168142",95,57,56,50,20,23,10,59,52,52,51,29,43,15
"R-HSA-168164",103,64,65,56,22,25,10,61,51,57,57,31,39,15
"R-HSA-168176",95,57,56,50,20,23,10,59,52,52,51,29,43,15
"R-HSA-168179",122,70,71,59,20,25,10,66,59,59,58,29,49,15
"R-HSA-168181",104,61,61,54,20,23,10,66,58,58,57,30,46,16
"R-HSA-168188",119,68,69,57,20,25,10,66,59,59,58,29,49,15
"R-HSA-168249",1338,819,849,691,323,351,184,710,593,607,547,282,356,148
"R-HSA-168255",198,129,131,121,116,121,108,59,20,20,21,19,19,16
"R-HSA-168256",2691,1515,1557,1243,555,611,298,1625,1404,1438,1324,610,684,302
"R-HSA-168268",20,2,2,2,2,2,1,21,1,1,1,1,1,1
"R-HSA-168270",18,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-168271",48,26,27,25,20,24,18,4,4,4,4,3,3,3
"R-HSA-168273",173,117,119,108,105,109,101,14,6,6,6,5,5,5
"R-HSA-168274",54,26,27,26,22,26,19,5,2,2,3,3,3,2
"R-HSA-168275",20,1,1,1,1,1,1,1,1,1,1,1,1,1
